participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.prev_contributions,player.contribution,player.show_payoff,player.show_contribution,group.id_in_subsession,group.total_contribution,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
17,hz6it2r0,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.428021,1,,,410.0,3,,130.0,,30.0,0,0,1,60.0,1,kntb5qze,,,,,0
18,9tqal8wv,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.460443,1,,,390.0,3,,130.0,,30.0,1,1,5,60.0,1,kntb5qze,,,,,0
1,ulv1608a,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.069243,1,,,440.0,1,,150.0,20.0,10.0,1,0,1,60.0,2,kntb5qze,,,,,0
2,s5m5nls1,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.097255,1,,,410.0,2,,140.0,30.0,20.0,1,0,1,60.0,2,kntb5qze,,,,,0
3,08uuy20s,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.104860,1,,,410.0,3,,130.0,10.0,30.0,0,0,1,60.0,2,kntb5qze,,,,,0
4,jc4bc8ox,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.113668,1,,,450.0,1,,150.0,10.0,10.0,0,0,2,60.0,2,kntb5qze,,,,,0
5,mc9ys45y,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.120918,1,,,420.0,2,,140.0,20.0,20.0,0,1,2,60.0,2,kntb5qze,,,,,0
6,j600oknf,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.144653,1,,,400.0,3,,130.0,20.0,30.0,1,0,2,60.0,2,kntb5qze,,,,,0
7,g2jgsw41,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.177206,1,,,440.0,1,,150.0,20.0,10.0,0,1,3,60.0,2,kntb5qze,,,,,0
8,eu40p5m5,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.208017,1,,,430.0,2,,140.0,10.0,20.0,0,0,3,60.0,2,kntb5qze,,,,,0
9,he8puva0,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.242923,1,,,390.0,3,,130.0,30.0,30.0,0,1,3,60.0,2,kntb5qze,,,,,0
10,kbfk59e2,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.273771,1,,,440.0,1,,150.0,20.0,10.0,0,1,4,60.0,2,kntb5qze,,,,,0
11,issgsggu,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.285554,1,,,410.0,2,,140.0,30.0,20.0,1,1,4,60.0,2,kntb5qze,,,,,0
12,6z6temey,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.316009,1,,,410.0,3,,130.0,10.0,30.0,0,1,4,60.0,2,kntb5qze,,,,,0
13,dspdu0df,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.326166,1,,,450.0,1,,150.0,10.0,10.0,1,1,5,60.0,2,kntb5qze,,,,,0
14,jvscsszx,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.347833,1,,,420.0,2,,140.0,20.0,20.0,1,0,5,60.0,2,kntb5qze,,,,,0
15,t82tas5h,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.382373,1,,,410.0,3,,130.0,10.0,30.0,1,1,5,60.0,2,kntb5qze,,,,,0
16,rup7k26n,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.391922,1,,,430.0,1,,150.0,30.0,10.0,0,0,6,60.0,2,kntb5qze,,,,,0
17,hz6it2r0,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.428021,1,,,410.0,2,,140.0,30.0,20.0,1,1,6,60.0,2,kntb5qze,,,,,0
18,9tqal8wv,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.460443,1,,,390.0,3,,130.0,30.0,30.0,1,0,6,60.0,2,kntb5qze,,,,,0
1,ulv1608a,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.069243,1,,,440.0,1,,150.0,10.0,10.0,0,1,1,60.0,3,kntb5qze,,,,,0
2,s5m5nls1,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.097255,1,,,410.0,2,,140.0,20.0,20.0,0,1,1,60.0,3,kntb5qze,,,,,0
3,08uuy20s,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.104860,1,,,410.0,3,,130.0,30.0,30.0,0,1,1,60.0,3,kntb5qze,,,,,0
4,jc4bc8ox,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.113668,1,,,450.0,1,,150.0,10.0,10.0,1,0,2,60.0,3,kntb5qze,,,,,0
5,mc9ys45y,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.120918,1,,,420.0,2,,140.0,20.0,20.0,1,1,2,60.0,3,kntb5qze,,,,,0
6,j600oknf,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.144653,1,,,400.0,3,,130.0,30.0,30.0,0,1,2,60.0,3,kntb5qze,,,,,0
7,g2jgsw41,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.177206,1,,,440.0,1,,150.0,10.0,10.0,1,0,3,60.0,3,kntb5qze,,,,,0
8,eu40p5m5,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.208017,1,,,430.0,2,,140.0,20.0,20.0,1,0,3,60.0,3,kntb5qze,,,,,0
9,he8puva0,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.242923,1,,,390.0,3,,130.0,30.0,30.0,0,1,3,60.0,3,kntb5qze,,,,,0
10,kbfk59e2,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.273771,1,,,440.0,1,,150.0,10.0,10.0,0,0,4,60.0,3,kntb5qze,,,,,0
11,issgsggu,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.285554,1,,,410.0,2,,140.0,20.0,20.0,1,0,4,60.0,3,kntb5qze,,,,,0
12,6z6temey,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.316009,1,,,410.0,3,,130.0,30.0,30.0,0,1,4,60.0,3,kntb5qze,,,,,0
13,dspdu0df,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.326166,1,,,450.0,1,,150.0,10.0,10.0,0,0,5,60.0,3,kntb5qze,,,,,0
14,jvscsszx,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.347833,1,,,420.0,2,,140.0,20.0,20.0,0,0,5,60.0,3,kntb5qze,,,,,0
15,t82tas5h,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.382373,1,,,410.0,3,,130.0,30.0,30.0,0,1,5,60.0,3,kntb5qze,,,,,0
16,rup7k26n,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.391922,1,,,430.0,1,,150.0,10.0,10.0,1,0,6,60.0,3,kntb5qze,,,,,0
17,hz6it2r0,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.428021,1,,,410.0,2,,140.0,20.0,20.0,0,0,6,60.0,3,kntb5qze,,,,,0
18,9tqal8wv,,1,16,15,prestige_sd,Results,2025-03-21 03:29:54.460443,1,,,390.0,3,,130.0,30.0,30.0,1,0,6,60.0,3,kntb5qze,,,,,0
1,t9sdako4,,1,16,15,prestige_sd,Results,2025-03-21 03:30:00.988940,1,,,900.0,1,,300.0,,100.0,0,1,1,300.0,1,5mbr47j9,,,,,0
2,i4kll1mb,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.016899,1,,,900.0,2,,300.0,,100.0,1,0,6,300.0,1,5mbr47j9,,,,,0
3,a4rqv6u9,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.049225,1,,,900.0,3,,300.0,,100.0,0,1,2,300.0,1,5mbr47j9,,,,,0
4,ki1d965v,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.058741,1,,,900.0,1,,300.0,,100.0,0,0,5,300.0,1,5mbr47j9,,,,,0
5,dopadjmp,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.065374,1,,,900.0,2,,300.0,,100.0,0,1,2,300.0,1,5mbr47j9,,,,,0
6,g8opgr04,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.073617,1,,,900.0,2,,300.0,,100.0,1,0,4,300.0,1,5mbr47j9,,,,,0
7,caceqkvo,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.093657,1,,,900.0,3,,300.0,,100.0,1,1,4,300.0,1,5mbr47j9,,,,,0
8,awwgs48d,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.127338,1,,,900.0,2,,300.0,,100.0,0,0,1,300.0,1,5mbr47j9,,,,,0
9,muhxq4j6,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.160126,1,,,900.0,1,,300.0,,100.0,0,0,2,300.0,1,5mbr47j9,,,,,0
10,4b5b181g,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.189740,1,,,900.0,3,,300.0,,100.0,0,1,6,300.0,1,5mbr47j9,,,,,0
11,0qmpto3i,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.220105,1,,,900.0,1,,300.0,,100.0,1,1,4,300.0,1,5mbr47j9,,,,,0
12,exzdb6g6,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.252765,1,,,900.0,3,,300.0,,100.0,0,1,5,300.0,1,5mbr47j9,,,,,0
13,unjvfv4i,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.282259,1,,,900.0,2,,300.0,,100.0,1,0,5,300.0,1,5mbr47j9,,,,,0
14,scvzcpj1,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.291283,1,,,900.0,3,,300.0,,100.0,1,0,1,300.0,1,5mbr47j9,,,,,0
15,0qnzk1yp,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.311610,1,,,900.0,1,,300.0,,100.0,0,0,3,300.0,1,5mbr47j9,,,,,0
16,vz85fbdh,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.343649,1,,,900.0,2,,300.0,,100.0,1,1,3,300.0,1,5mbr47j9,,,,,0
17,cmnbpjfr,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.377271,1,,,900.0,3,,300.0,,100.0,0,1,3,300.0,1,5mbr47j9,,,,,0
18,wh9v202n,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.406454,1,,,900.0,1,,300.0,,100.0,1,1,6,300.0,1,5mbr47j9,,,,,0
1,t9sdako4,,1,16,15,prestige_sd,Results,2025-03-21 03:30:00.988940,1,,,900.0,1,,300.0,100.0,100.0,1,0,1,300.0,2,5mbr47j9,,,,,0
2,i4kll1mb,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.016899,1,,,900.0,2,,300.0,100.0,100.0,0,0,1,300.0,2,5mbr47j9,,,,,0
3,a4rqv6u9,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.049225,1,,,900.0,3,,300.0,100.0,100.0,1,1,1,300.0,2,5mbr47j9,,,,,0
4,ki1d965v,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.058741,1,,,900.0,1,,300.0,100.0,100.0,0,0,2,300.0,2,5mbr47j9,,,,,0
5,dopadjmp,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.065374,1,,,900.0,2,,300.0,100.0,100.0,1,1,2,300.0,2,5mbr47j9,,,,,0
6,g8opgr04,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.073617,1,,,900.0,3,,300.0,100.0,100.0,1,0,2,300.0,2,5mbr47j9,,,,,0
7,caceqkvo,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.093657,1,,,900.0,1,,300.0,100.0,100.0,0,0,3,300.0,2,5mbr47j9,,,,,0
8,awwgs48d,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.127338,1,,,900.0,2,,300.0,100.0,100.0,0,1,3,300.0,2,5mbr47j9,,,,,0
9,muhxq4j6,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.160126,1,,,900.0,3,,300.0,100.0,100.0,0,0,3,300.0,2,5mbr47j9,,,,,0
10,4b5b181g,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.189740,1,,,900.0,1,,300.0,100.0,100.0,1,1,4,300.0,2,5mbr47j9,,,,,0
11,0qmpto3i,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.220105,1,,,900.0,2,,300.0,100.0,100.0,0,0,4,300.0,2,5mbr47j9,,,,,0
12,exzdb6g6,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.252765,1,,,900.0,3,,300.0,100.0,100.0,0,1,4,300.0,2,5mbr47j9,,,,,0
13,unjvfv4i,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.282259,1,,,900.0,1,,300.0,100.0,100.0,1,0,5,300.0,2,5mbr47j9,,,,,0
14,scvzcpj1,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.291283,1,,,900.0,2,,300.0,100.0,100.0,1,1,5,300.0,2,5mbr47j9,,,,,0
15,0qnzk1yp,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.311610,1,,,900.0,3,,300.0,100.0,100.0,0,1,5,300.0,2,5mbr47j9,,,,,0
16,vz85fbdh,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.343649,1,,,900.0,1,,300.0,100.0,100.0,1,1,6,300.0,2,5mbr47j9,,,,,0
17,cmnbpjfr,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.377271,1,,,900.0,2,,300.0,100.0,100.0,0,1,6,300.0,2,5mbr47j9,,,,,0
18,wh9v202n,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.406454,1,,,900.0,3,,300.0,100.0,100.0,0,0,6,300.0,2,5mbr47j9,,,,,0
1,t9sdako4,,1,16,15,prestige_sd,Results,2025-03-21 03:30:00.988940,1,,,900.0,1,,300.0,100.0,100.0,1,1,1,300.0,3,5mbr47j9,,,,,0
2,i4kll1mb,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.016899,1,,,900.0,2,,300.0,100.0,100.0,1,1,1,300.0,3,5mbr47j9,,,,,0
3,a4rqv6u9,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.049225,1,,,900.0,3,,300.0,100.0,100.0,0,0,1,300.0,3,5mbr47j9,,,,,0
4,ki1d965v,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.058741,1,,,900.0,1,,300.0,100.0,100.0,0,1,2,300.0,3,5mbr47j9,,,,,0
5,dopadjmp,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.065374,1,,,900.0,2,,300.0,100.0,100.0,1,1,2,300.0,3,5mbr47j9,,,,,0
6,g8opgr04,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.073617,1,,,900.0,3,,300.0,100.0,100.0,1,1,2,300.0,3,5mbr47j9,,,,,0
